"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.5704498291016","96.4129486083984","98.7371215820312","98.1034164428711","97.3562088012695","","","97.7626571655273","95.9883804321289","94.2667617797852","","90.3983383178711","98.5752410888672","94.4957122802734","93.0271835327148","93.6105499267578","97.1190338134766","99.3325119018555","99.7721786499023","98.0104370117188","98.7530364990234","","",
"American Samoa","ASM","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","95.7780914306641","95.6935424804688","","","","","","","","","","","","","","","","","","","","","","","","","96.9847793579102","97.9602890014648","","","","","99.2590026855469","","","","","","","100","100","100","99.820198059082","99.8797836303711","99.5886383056641","","99.7342987060547","99.7970733642578","99.7817001342773","99.7893295288086","99.3888931274414","","","",
"Azerbaijan","AZE","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.1548919677734","","98.9553070068359","","","97.8768997192383","97.79931640625","92.8094024658203","98.304557800293","95.2081604003906","99.8637237548828","98.1150512695312","93.5922622680664","99.9189224243164","98.4449081420898","96.6606063842773","97.5028610229492","95.6248016357422","98.8641662597656","97.5897216796875","99.9072036743164","95.0935592651367","98.8409118652344","98.3855667114258","","96.7610473632812","93.1676330566406","","98.361213684082","98.6767120361328","","",
"Burundi","BDI","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","5.26068019866943","37.9161987304688","51.2129592895508","46.1264801025391","43.3972396850586","65.7314987182617","46.9247016906738","62.7635917663574","71.935676574707","","","","","","","81.944450378418","59.7056617736816","63.8086013793945","","54.6836585998535","","","","","","","","","53.6410293579102","54.5959587097168","66.6335678100586","57.761848449707","65.5174102783203","","68.4529800415039","63.8943786621094","","61.0761299133301","54.4852485656738","47.2705383300781","50.9612998962402","59.0685615539551","48.306999206543","47.6685905456543","46.0094184875488","47.3229293823242","47.5691413879395","53.7120399475098","","","","","",
"Belgium","BEL","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","72.261848449707","67.4714965820312","73.5384292602539","70.4626922607422","70.5097503662109","71.2418518066406","75.3049468994141","77.0828399658203","66.0110473632812","72.0205307006836","74.543571472168","77.6555099487305","79.1886825561523","79.8814010620117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","63.2704582214355","56.629768371582","34.1974411010742","","60.234130859375","41.0512504577637","52.0214996337891","57.897388458252","","39.1170883178711","","55.7112007141113","36.8769989013672","45.4853515625","34.2583312988281","40.2213706970215","31.587760925293","36.066951751709","6.58925008773804","","44.6843681335449","59.4710388183594","44.2378692626953","50.4385299682617","45.9213485717773","52.646411895752","53.8396492004395","","","66.3663177490234","63.0427207946777","54.9399795532227","63.3102798461914","","","","","","51.3523712158203","52.9566497802734","57.7763786315918","51.5382804870605","52.3281593322754","55.7402610778809","46.3418884277344","","","32.5001602172852","37.5757789611816","53.2162017822266","54.3765907287598","","","",
"Burkina Faso","BFA","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","48.8672904968262","44.8904800415039","51.4134712219238","63.3116989135742","51.6921081542969","58.7156982421875","59.3352317810059","61.7886085510254","62.8586692810059","64.1762084960938","69.2979278564453","70.1482772827148","70.4555816650391","70.3635330200195","","71.5796508789062","67.46630859375","68.8124923706055","64.6647109985352","72.0835266113281","","","","76.0411682128906","","","","61.3302993774414","63.4233818054199","63.3934516906738","61.2965888977051","68.5542221069336","71.3195419311523","70.1614303588867","66.1808624267578","73.8424530029297","70.6811294555664","71.5386276245117","66.5994415283203","","72.7853775024414","74.5708618164062","74.631103515625","70.701171875","73.9205932617188","70.9876403808594","73.6684875488281","62.0553894042969","61.1442909240723","69.5299987792969","52.7968215942383","36.0481910705566","","",
"Bangladesh","BGD","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","26.0755596160889","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.0710296630859","70.6372375488281","","","","","","","","","","","","","","","",
"Bulgaria","BGR","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","94.7587966918945","95.4838714599609","94.6004028320312","96.2426605224609","81.4940338134766","96.1703109741211","92.1006164550781","90.9499893188477","91.2732467651367","","93.4361801147461","89.2324371337891","89.2161712646484","90.5046081542969","93.2533874511719","94.7199478149414","92.8246612548828","93.6456298828125","94.252799987793","93.2094573974609","94.6079330444336","94.345817565918","94.1452178955078","93.5460586547852","97.1029510498047","96.450309753418","96.378547668457","95.7928771972656","98.2072677612305","96.1510314941406","93.4129791259766","94.5932998657227","96.2631607055664","95.6638488769531","96.0557632446289","97.1132965087891","96.8147506713867","","","",
"Bahrain","BHR","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","96.1574172973633","","","88.4808120727539","84.5726318359375","91.4842376708984","","","","81.8606262207031","93.765380859375","90.8408203125","90.1395263671875","81.8759994506836","","88.1095504760742","92.8376922607422","91.2735977172852","91.9492874145508","97.4186019897461","","98.6960830688477","96.9109573364258","","","","","","","96.5091018676758","","","","99.1384963989258","97.7678909301758","96.2004165649414","97.3610382080078","","","","99.8327178955078","","",
"Bahamas, The","BHS","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.3010177612305","","91.968147277832","87.418098449707","87.7150421142578","","74.918586730957","64.5975036621094","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4148788452148","79.9998931884766","83.6339492797852","82.7265777587891","86.6294097900391","97.6205825805664","94.4909820556641","98.083869934082","95.3548431396484","94.4012832641602","94.0228118896484","95.4363632202148","94.0595321655273","98.0371932983398","","",
"Belarus","BLR","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.2455673217773","","97.6405868530273","98.403923034668","","99.1891326904297","99.4483337402344","99.1046676635742","96.1620864868164","99.3154220581055","","98.3248901367188","100","99.2626266479492","100","","","99.6074066162109","99.3375701904297","98.2632827758789","98.1811294555664","98.6009979248047","99.5791702270508","97.6082382202148","98.7380065917969","98.0769577026367","98.5257720947266","98.7800216674805","91.7450637817383","98.1519622802734","","",
"Belize","BLZ","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.7546005249023","","","67.2937774658203","","","","","73.4740219116211","","","","","","92.6188507080078","86.117073059082","90.0095672607422","96.1940307617188","91.4336166381836","88.752082824707","","91.367073059082","93.5308532714844","99.7655181884766","","95.4157867431641","96.158447265625","","88.3167114257812","96.7825164794922","","87.6006164550781","","",
"Bermuda","BMU","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.7054824829102","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.5791320800781","87.0322875976562","90.4737701416016","97.0481872558594","95.5637664794922","96.9910202026367","97.3735885620117","95.6119689941406","96.3788986206055","98.5140914916992","97.2203216552734","","97.3531112670898","97.0146713256836","","",
"Brazil","BRA","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","44.1840782165527","42.9241714477539","41.6126518249512","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Barbados","BRB","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.4278869628906","","","","97.7058563232422","","","","","","","","","","","","","","","","","97.4488906860352","97.3139724731445","","","",
"Brunei Darussalam","BRN","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","70.8570175170898","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.125358581543","97.0050506591797","96.8326568603516","96.9189224243164","96.1823196411133","","96.3272323608398","","95.1027526855469","","","","","92.3037719726562","","93.7081069946289","97.6489410400391","","","","","",
"Bhutan","BTN","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","11.1850595474243","23.5003700256348","","","","","","","","","","","","","","","73.7038803100586","","","","78.362548828125","79.0005493164062","85.8253707885742","85.2372894287109","","","","","87.7407302856445","","","94.8598327636719","91.6940231323242","93.4257888793945","98.6957473754883","","","","","93.1040878295898","","","","","","","","",
"Botswana","BWA","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","50.4904289245605","","","","","","","","86.1458511352539","","76.1189422607422","","","89.641242980957","90.6783599853516","","","","","","","81.7214736938477","85.863037109375","88.2306594848633","84.7961807250977","91.0490188598633","","","86.8567276000977","85.5460433959961","88.0519866943359","86.1517868041992","87.5480499267578","87.5813522338867","87.9032669067383","88.8639297485352","","","94.6768264770508","","","","95.3852233886719","","","","","","","","","","","","",
"Central African Republic","CAF","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","19.291259765625","","41.8983612060547","","57.1325988769531","","","","","28.7770900726318","42.4221382141113","27.7130603790283","","","","12.6359395980835","49.4127197265625","42.4794883728027","","25.2109909057617","14.2277402877808","","","","","","","","","","","","","","","","","40.6962585449219","38.8664512634277","43.9173393249512","45.3539199829102","","","","","","","","","","","","","",
"Canada","CAN","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.130012512207","98.8669662475586","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.7304000854492","94.5176086425781","95.4611206054688","95.9656677246094","95.7705001831055","96.7720031738281","94.2296676635742","97.7736282348633","95.0113983154297","93.4160766601562","97.9043502807617","97.7264099121094","97.5233306884766","97.5491027832031","97.7738037109375","98.0877380371094","97.9362869262695","97.398551940918","96.8281707763672","96.7734527587891","97.0698165893555","98.439323425293","97.658332824707","97.4705505371094","97.0850830078125","97.4090576171875","97.495979309082","97.5321273803711","96.3702392578125","98.1198120117188","98.1337585449219","98.4969787597656","98.8143463134766","98.7979202270508","98.7958984375","","",
"Switzerland","CHE","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","58.8261489868164","55.0425109863281","55.1872596740723","40.9926414489746","55.4777183532715","55.3947792053223","54.4449310302734","54.1588706970215","53.8937683105469","55.012321472168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.616813659668","99.8937911987305","99.6182708740234","99.2301330566406","99.5588684082031","99.8011703491211","","","",
"Channel Islands","CHI","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","76.3883590698242","69.0624237060547","73.1062088012695","71.2899780273438","68.8526229858398","69.2826232910156","74.7731704711914","","","","","","96.1449584960938","","","","","","","","","","","","","","99.1266479492188","","","","","","","","","","","","","","97.6268997192383","99.3583984375","","99.9510498046875","99.9473571777344","100","99.9019088745117","99.602180480957","99.971061706543","98.4065399169922","99.0921325683594","","","","",
"China","CHN","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.0542221069336","93.74169921875","","","","","","","","","","","","","","","","","","","","","","","96.6628570556641","96.711051940918","","","","",
"Cote d'Ivoire","CIV","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","66.5112915039062","","","","","","","","","62.7297515869141","","","","","63.744270324707","","63.3992614746094","50.538688659668","","64.1677780151367","61.2173385620117","59.3734092712402","63.3394203186035","","56.4494094848633","83.9697036743164","","","","","","66.5254821777344","","59.3737182617188","","","79.3766021728516","71.3335189819336","69.356201171875","80.4575881958008","80.9007797241211","","","","78.5026321411133","72.4674072265625","68.0912704467773","","","",
"Cameroon","CMR","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","50.7137413024902","53.5009803771973","57.4236183166504","55.8257713317871","51.1989517211914","","60.7814102172852","60.1335105895996","65.8030319213867","63.7831687927246","67.0865631103516","56.5649604797363","65.7966995239258","66.4931564331055","71.7855682373047","","","","61.5108795166016","","","","","","","","","","","","","","","","60.5247611999512","56.0954399108887","69.0040283203125","65.3839492797852","57.2767486572266","70.449836730957","","","67.071418762207","57.4007987976074","41.2615585327148","38.3605690002441","64.2412719726562","","","68.2769165039062","66.9485931396484","","",
"Congo, Dem. Rep.","COD","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","31.0612506866455","","","","44.5259704589844","50.2709693908691","55.7505798339844","","","","","","","","","","43.5944786071777","","","","40.0428581237793","","44.0601615905762","","","","","","","","","","","","","","73.205078125","","51.1329917907715","48.5172309875488","65.840202331543","55.0146903991699","","60.5060005187988","","","","","","73.9979629516602","","","","",
"Congo, Rep.","COG","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","62.6895484924316","","67.4384613037109","67.1781234741211","74.0688018798828","71.442512512207","","","","","72.4552764892578","79.2146530151367","","","","","61.6724586486816","","58.5366287231445","","52.2205390930176","","57.4671783447266","","","","","","","57.4020195007324","","","","","70.5366134643555","","","","","","","","","","","","","","","","","",
"Colombia","COL","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","34.765510559082","39.2818603515625","43.9251518249512","39.8990211486816","","","","","","","","38.6333694458008","57.3056297302246","56.6100196838379","62.8739318847656","56.2858695983887","58.2103614807129","58.9748115539551","58.9077606201172","","","","59.3568115234375","62.4472198486328","61.0496788024902","","","","72.1964797973633","69.3014907836914","","","","","83.6438522338867","84.7549514770508","89.2309494018555","","","85.1106033325195","87.1127395629883","87.0392990112305","71.2388229370117","86.0768432617188","90.9490585327148","92.2972030639648","93.9779815673828","94.9148178100586","97.4035491943359","97.5060424804688","97.6595230102539","92.941520690918","","","",
"Comoros","COM","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","40.9417381286621","","","","","","","","","","","","40.6292610168457","","","","","","","","","","","","","","","78.0298233032227","","","","","","","","","","","",
"Cabo Verde","CPV","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","14.4454298019409","16.3419303894043","20.7553596496582","20.0052604675293","12.3391103744507","","28.7775592803955","36.6399688720703","37.0427894592285","45.4968795776367","","","","","","","","","","","","","","91.269287109375","82.8664169311523","89.2205810546875","","90.1569366455078","","86.9853210449219","","","89.0823822021484","","93.4926528930664","92.291633605957","89.5074081420898","91.0121231079102","","","","88.7852401733398","96.9170913696289","","","","",
"Costa Rica","CRI","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","72.8264312744141","74.8720474243164","77.4000778198242","70.076042175293","","80.8008270263672","74.1833190917969","77.1088180541992","79.706916809082","73.1461791992188","77.5304107666016","73.4253463745117","","","78.4242172241211","81.8887176513672","77.3454132080078","80.1713333129883","77.9783630371094","","79.219612121582","80.4024505615234","82.4851608276367","84.7578201293945","86.0242614746094","85.2414398193359","","","","90.2412490844727","91.5041885375977","89.9005432128906","","","86.5210037231445","91.6470184326172","85.6359329223633","95.578742980957","95.6090927124023","90.0318832397461","92.513801574707","89.7123489379883","89.3440322875977","91.3585968017578","94.5796127319336","96.6131362915039","","","","","97.8667221069336","","","","",
"Caribbean small states","CSS","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","80.5782775878906","80.6870498657227","81.5336990356445","82.7236480712891","83.1555099487305","83.1178512573242","86.5232391357422","86.388786315918","84.5700302124023","83.4147796630859","83.2659378051758","83.9851379394531","84.7415008544922","85.1851119995117","86.4081192016602","87.7443008422852","88.9051208496094","88.6917495727539","88.4113464355469","88.1845779418945","88.0939636230469","88.1585998535156","88.1537933349609","88.1361923217773","88.0451202392578","88.0481414794922","84.6583480834961","85.4488525390625","86.1689987182617","86.9665374755859","86.2495498657227","86.7782974243164","86.4504089355469","88.6930084228516","90.3416519165039","87.2539291381836","87.5849990844727","88.2100296020508","88.1522064208984","93.3532791137695","93.6675262451172","93.3499069213867","90.8075714111328","93.9495697021484","92.6475830078125","81.0176315307617","80.2391662597656","80.9452133178711","83.5712966918945","","",
"Cuba","CUB","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","63.6002502441406","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.6638488769531","96.4852981567383","97.2957229614258","96.9948196411133","96.2144622802734","97.7342071533203","97.9382019042969","97.1363983154297","97.0254592895508","95.4868392944336","96.1380310058594","96.0841674804688","97.5995178222656","96.9449691772461","97.0842895507812","94.8594818115234","96.4079132080078","95.7601776123047","97.111930847168","97.1551208496094","96.4755935668945","97.6848297119141","94.8800964355469","88.6564712524414","","",
"Curacao","CUW","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","97.0878372192383","97.3377380371094","96.245246887207","66.1131286621094","94.2327499389648","96.7526702880859","98.9908218383789","99.2225189208984","98.7504730224609","97.8641662597656","100","98.5818405151367","99.0042419433594","98.5873489379883","98.9598999023438","97.8165893554688","98.4839782714844","97.8031463623047","99.7130508422852","","99.1834335327148","99.1932067871094","98.9071502685547","99.8108367919922","","","","","96.2937088012695","98.7372665405273","","98.6446304321289","97.2535781860352","97.713752746582","99.6594696044922","98.7766571044922","96.7720794677734","","","","","95.9889526367188","91.7763900756836","97.0143966674805","98.5925827026367","99.0222778320312","","","99.1409606933594","96.0702896118164","100","","","",
"Czechia","CZE","Persistence to last grade of primary, female (% of cohort)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.6169204711914","98.6780395507812","98.9185791015625","98.1255493164062","98.5865936279297","98.6810607910156","99.200309753418","98.5425567626953","98.8530120849609","99.7981414794922","99.0694808959961","99.2305221557617","99.3824615478516","99.4706192016602","99.3900604248047","99.5439987182617","99.5616836547852","99.5530395507812","99.4745178222656","99.5491714477539","99.5705337524414","99.6010589599609","99.5646133422852","","","",
